date,atm_iv_slope_st,atm_iv_slope_lt,iv_otm_skew_st,iv_otm_skew_lt,pc_oi,pc_vol,otm_pc_oi_st,otm_pc_vol_st,otm_pc_oi_lt,otm_pc_vol_lt,otm_put_oi_pct_chg,otm_call_oi_pct_chg,otm_put_vol_pct_chg,otm_call_vol_pct_chg,otm_put_oi_ma,otm_call_oi_ma,otm_put_vol_ma,otm_call_vol_ma
2/2/2015,0.002190575,0.006134923,0.112855577,0.122031986,2.351434218,1.539779179,41.09377593,18.54545455,3.128026924,1.681318681,0.179416345,-0.144685485,0.266269087,0.09678887,1.34404632,1.274565128,1.082554946,1.239789113
2/3/2015,-0.009253804,0.001096441,0.114624886,0.122475832,2.322216006,1.384161359,114.459203,35.10784314,4.289610856,9.850802139,0.116730525,-0.244783994,0.304402581,-0.765444984,1.424273379,0.969422487,1.465421756,0.289966072
2/4/2015,-0.004610033,0.00536871,0.113929189,0.123984421,2.233541153,2.212618483,67.62592593,22.12931034,3.358865742,3.444102958,-0.018629369,0.33615409,-0.321236328,0.88521878,1.338932832,1.263978326,0.991030481,0.527984994
2/5/2015,-0.002683253,0.011591296,0.112506826,0.114696339,2.218415965,1.945544137,63.2745098,11.9,5.695817538,6.967714286,0.123646596,-0.243852265,0.837847317,-0.194516734,1.412502828,0.895050403,1.714708513,0.688020513
2/6/2015,-0.005332354,0.008892065,0.107639604,0.119531421,2.231168392,2.596011901,36.49450549,3.810810811,5.526693331,2.31149248,0.028580613,0.071732661,0.161542376,0.820347134,1.360873083,0.932171201,1.791144088,1.219566832
2/9/2015,0.007841411,0.011607893,0.147380859,0.124074659,2.323748694,2.128639242,1.898562221,6.027290076,3.102328729,1.690384615,-0.346616507,0.168830525,-0.567589153,-0.602922359,0.881960484,1.048594344,0.74095652,0.48699614
2/10/2015,0.004761447,0.012814671,0.137643491,0.116922765,2.336971296,3.047442892,2.938938835,21.67917089,6.425552365,4.07786728,0.119248853,-0.276962296,1.031113785,-0.538617464,0.960154236,0.770641563,1.424162949,0.246015448
2/11/2015,0.002820251,0.012184772,0.136391045,0.119073796,2.377550735,3.834075072,3.107459978,14.32603878,6.28721564,2.713567839,0.058154794,0.000769838,-0.731264874,0.277796553,0.98222641,0.793200445,0.391201835,0.32084064
2/12/2015,0.003688042,0.010711935,0.130627557,0.116144593,2.337796155,2.825694918,3.812662791,5.524950293,9.297033238,9.782460414,0.063922716,-0.132863974,3.405901348,2.635898792,1.008962121,0.709529962,1.586894781,1.180974744
2/13/2015,0.003821713,0.015499882,0.122549009,0.115681019,2.359561611,1.707903194,13.32793538,6.156273048,22.05386672,4.793620502,-0.001111351,-0.714252397,-0.67030194,-0.704112313,0.989293388,0.229883546,0.529251679,0.416079922
